series_name,timestamp,value,lag_1,lag_2,lag_3,lag_4,lag_5,lag_6,lag_7,lag_8,lag_9,lag_10,lag_11,lag_12,lag_13,lag_14,lag_15,lag_16,lag_17,lag_18,lag_19,lag_20,lag_21,lag_22,lag_23,lag_24,lag_25,lag_26,lag_27,lag_28,lag_29,lag_30
T1,1969-02-10 00:00:00+00:00,9954.0,8694.0,9262.0,10102.0,9728.0,9676.0,9996.0,9988.0,8814.0,9130.0,9692.0,9674.0,9380.0,10032.0,9910.0,8568.0,9022.0,9798.0,9454.0,9884.0,10474.0,9808.0,8622.0,9312.0,9974.0,9662.0,9894.0,10366.0,9834.0,8450.0,9178.0
T1,1969-02-11 00:00:00+00:00,9856.0,9954.0,8694.0,9262.0,10102.0,9728.0,9676.0,9996.0,9988.0,8814.0,9130.0,9692.0,9674.0,9380.0,10032.0,9910.0,8568.0,9022.0,9798.0,9454.0,9884.0,10474.0,9808.0,8622.0,9312.0,9974.0,9662.0,9894.0,10366.0,9834.0,8450.0
T1,1969-02-12 00:00:00+00:00,10008.0,9856.0,9954.0,8694.0,9262.0,10102.0,9728.0,9676.0,9996.0,9988.0,8814.0,9130.0,9692.0,9674.0,9380.0,10032.0,9910.0,8568.0,9022.0,9798.0,9454.0,9884.0,10474.0,9808.0,8622.0,9312.0,9974.0,9662.0,9894.0,10366.0,9834.0
T1,1969-02-13 00:00:00+00:00,9606.0,10008.0,9856.0,9954.0,8694.0,9262.0,10102.0,9728.0,9676.0,9996.0,9988.0,8814.0,9130.0,9692.0,9674.0,9380.0,10032.0,9910.0,8568.0,9022.0,9798.0,9454.0,9884.0,10474.0,9808.0,8622.0,9312.0,9974.0,9662.0,9894.0,10366.0
T1,1969-02-14 00:00:00+00:00,10354.0,9606.0,10008.0,9856.0,9954.0,8694.0,9262.0,10102.0,9728.0,9676.0,9996.0,9988.0,8814.0,9130.0,9692.0,9674.0,9380.0,10032.0,9910.0,8568.0,9022.0,9798.0,9454.0,9884.0,10474.0,9808.0,8622.0,9312.0,9974.0,9662.0,9894.0
T1,1969-02-15 00:00:00+00:00,9310.0,10354.0,9606.0,10008.0,9856.0,9954.0,8694.0,9262.0,10102.0,9728.0,9676.0,9996.0,9988.0,8814.0,9130.0,9692.0,9674.0,9380.0,10032.0,9910.0,8568.0,9022.0,9798.0,9454.0,9884.0,10474.0,9808.0,8622.0,9312.0,9974.0,9662.0
T1,1969-02-16 00:00:00+00:00,8534.0,9310.0,10354.0,9606.0,10008.0,9856.0,9954.0,8694.0,9262.0,10102.0,9728.0,9676.0,9996.0,9988.0,8814.0,9130.0,9692.0,9674.0,9380.0,10032.0,9910.0,8568.0,9022.0,9798.0,9454.0,9884.0,10474.0,9808.0,8622.0,9312.0,9974.0
T1,1969-02-17 00:00:00+00:00,9822.0,8534.0,9310.0,10354.0,9606.0,10008.0,9856.0,9954.0,8694.0,9262.0,10102.0,9728.0,9676.0,9996.0,9988.0,8814.0,9130.0,9692.0,9674.0,9380.0,10032.0,9910.0,8568.0,9022.0,9798.0,9454.0,9884.0,10474.0,9808.0,8622.0,9312.0
T1,1969-02-18 00:00:00+00:00,10176.0,9822.0,8534.0,9310.0,10354.0,9606.0,10008.0,9856.0,9954.0,8694.0,9262.0,10102.0,9728.0,9676.0,9996.0,9988.0,8814.0,9130.0,9692.0,9674.0,9380.0,10032.0,9910.0,8568.0,9022.0,9798.0,9454.0,9884.0,10474.0,9808.0,8622.0
T1,1969-02-19 00:00:00+00:00,9816.0,10176.0,9822.0,8534.0,9310.0,10354.0,9606.0,10008.0,9856.0,9954.0,8694.0,9262.0,10102.0,9728.0,9676.0,9996.0,9988.0,8814.0,9130.0,9692.0,9674.0,9380.0,10032.0,9910.0,8568.0,9022.0,9798.0,9454.0,9884.0,10474.0,9808.0
T1,1969-02-20 00:00:00+00:00,9982.0,9816.0,10176.0,9822.0,8534.0,9310.0,10354.0,9606.0,10008.0,9856.0,9954.0,8694.0,9262.0,10102.0,9728.0,9676.0,9996.0,9988.0,8814.0,9130.0,9692.0,9674.0,9380.0,10032.0,9910.0,8568.0,9022.0,9798.0,9454.0,9884.0,10474.0
T1,1969-02-21 00:00:00+00:00,9916.0,9982.0,9816.0,10176.0,9822.0,8534.0,9310.0,10354.0,9606.0,10008.0,9856.0,9954.0,8694.0,9262.0,10102.0,9728.0,9676.0,9996.0,9988.0,8814.0,9130.0,9692.0,9674.0,9380.0,10032.0,9910.0,8568.0,9022.0,9798.0,9454.0,9884.0
T1,1969-02-22 00:00:00+00:00,9152.0,9916.0,9982.0,9816.0,10176.0,9822.0,8534.0,9310.0,10354.0,9606.0,10008.0,9856.0,9954.0,8694.0,9262.0,10102.0,9728.0,9676.0,9996.0,9988.0,8814.0,9130.0,9692.0,9674.0,9380.0,10032.0,9910.0,8568.0,9022.0,9798.0,9454.0
T1,1969-02-23 00:00:00+00:00,8704.0,9152.0,9916.0,9982.0,9816.0,10176.0,9822.0,8534.0,9310.0,10354.0,9606.0,10008.0,9856.0,9954.0,8694.0,9262.0,10102.0,9728.0,9676.0,9996.0,9988.0,8814.0,9130.0,9692.0,9674.0,9380.0,10032.0,9910.0,8568.0,9022.0,9798.0
T1,1969-02-24 00:00:00+00:00,9966.0,8704.0,9152.0,9916.0,9982.0,9816.0,10176.0,9822.0,8534.0,9310.0,10354.0,9606.0,10008.0,9856.0,9954.0,8694.0,9262.0,10102.0,9728.0,9676.0,9996.0,9988.0,8814.0,9130.0,9692.0,9674.0,9380.0,10032.0,9910.0,8568.0,9022.0
T1,1969-02-25 00:00:00+00:00,10566.0,9966.0,8704.0,9152.0,9916.0,9982.0,9816.0,10176.0,9822.0,8534.0,9310.0,10354.0,9606.0,10008.0,9856.0,9954.0,8694.0,9262.0,10102.0,9728.0,9676.0,9996.0,9988.0,8814.0,9130.0,9692.0,9674.0,9380.0,10032.0,9910.0,8568.0
T1,1969-02-26 00:00:00+00:00,10048.0,10566.0,9966.0,8704.0,9152.0,9916.0,9982.0,9816.0,10176.0,9822.0,8534.0,9310.0,10354.0,9606.0,10008.0,9856.0,9954.0,8694.0,9262.0,10102.0,9728.0,9676.0,9996.0,9988.0,8814.0,9130.0,9692.0,9674.0,9380.0,10032.0,9910.0
T1,1969-02-27 00:00:00+00:00,9618.0,10048.0,10566.0,9966.0,8704.0,9152.0,9916.0,9982.0,9816.0,10176.0,9822.0,8534.0,9310.0,10354.0,9606.0,10008.0,9856.0,9954.0,8694.0,9262.0,10102.0,9728.0,9676.0,9996.0,9988.0,8814.0,9130.0,9692.0,9674.0,9380.0,10032.0
T1,1969-02-28 00:00:00+00:00,9756.0,9618.0,10048.0,10566.0,9966.0,8704.0,9152.0,9916.0,9982.0,9816.0,10176.0,9822.0,8534.0,9310.0,10354.0,9606.0,10008.0,9856.0,9954.0,8694.0,9262.0,10102.0,9728.0,9676.0,9996.0,9988.0,8814.0,9130.0,9692.0,9674.0,9380.0
T1,1969-03-01 00:00:00+00:00,9186.0,9756.0,9618.0,10048.0,10566.0,9966.0,8704.0,9152.0,9916.0,9982.0,9816.0,10176.0,9822.0,8534.0,9310.0,10354.0,9606.0,10008.0,9856.0,9954.0,8694.0,9262.0,10102.0,9728.0,9676.0,9996.0,9988.0,8814.0,9130.0,9692.0,9674.0
T1,1969-03-02 00:00:00+00:00,8580.0,9186.0,9756.0,9618.0,10048.0,10566.0,9966.0,8704.0,9152.0,9916.0,9982.0,9816.0,10176.0,9822.0,8534.0,9310.0,10354.0,9606.0,10008.0,9856.0,9954.0,8694.0,9262.0,10102.0,9728.0,9676.0,9996.0,9988.0,8814.0,9130.0,9692.0
T1,1969-03-03 00:00:00+00:00,10068.0,8580.0,9186.0,9756.0,9618.0,10048.0,10566.0,9966.0,8704.0,9152.0,9916.0,9982.0,9816.0,10176.0,9822.0,8534.0,9310.0,10354.0,9606.0,10008.0,9856.0,9954.0,8694.0,9262.0,10102.0,9728.0,9676.0,9996.0,9988.0,8814.0,9130.0
T1,1969-03-04 00:00:00+00:00,10264.0,10068.0,8580.0,9186.0,9756.0,9618.0,10048.0,10566.0,9966.0,8704.0,9152.0,9916.0,9982.0,9816.0,10176.0,9822.0,8534.0,9310.0,10354.0,9606.0,10008.0,9856.0,9954.0,8694.0,9262.0,10102.0,9728.0,9676.0,9996.0,9988.0,8814.0
T1,1969-03-05 00:00:00+00:00,10046.0,10264.0,10068.0,8580.0,9186.0,9756.0,9618.0,10048.0,10566.0,9966.0,8704.0,9152.0,9916.0,9982.0,9816.0,10176.0,9822.0,8534.0,9310.0,10354.0,9606.0,10008.0,9856.0,9954.0,8694.0,9262.0,10102.0,9728.0,9676.0,9996.0,9988.0
T1,1969-03-06 00:00:00+00:00,9704.0,10046.0,10264.0,10068.0,8580.0,9186.0,9756.0,9618.0,10048.0,10566.0,9966.0,8704.0,9152.0,9916.0,9982.0,9816.0,10176.0,9822.0,8534.0,9310.0,10354.0,9606.0,10008.0,9856.0,9954.0,8694.0,9262.0,10102.0,9728.0,9676.0,9996.0
T1,1969-03-07 00:00:00+00:00,9948.0,9704.0,10046.0,10264.0,10068.0,8580.0,9186.0,9756.0,9618.0,10048.0,10566.0,9966.0,8704.0,9152.0,9916.0,9982.0,9816.0,10176.0,9822.0,8534.0,9310.0,10354.0,9606.0,10008.0,9856.0,9954.0,8694.0,9262.0,10102.0,9728.0,9676.0
T1,1969-03-08 00:00:00+00:00,9334.0,9948.0,9704.0,10046.0,10264.0,10068.0,8580.0,9186.0,9756.0,9618.0,10048.0,10566.0,9966.0,8704.0,9152.0,9916.0,9982.0,9816.0,10176.0,9822.0,8534.0,9310.0,10354.0,9606.0,10008.0,9856.0,9954.0,8694.0,9262.0,10102.0,9728.0
T1,1969-03-09 00:00:00+00:00,8394.0,9334.0,9948.0,9704.0,10046.0,10264.0,10068.0,8580.0,9186.0,9756.0,9618.0,10048.0,10566.0,9966.0,8704.0,9152.0,9916.0,9982.0,9816.0,10176.0,9822.0,8534.0,9310.0,10354.0,9606.0,10008.0,9856.0,9954.0,8694.0,9262.0,10102.0
T1,1969-03-10 00:00:00+00:00,9892.0,8394.0,9334.0,9948.0,9704.0,10046.0,10264.0,10068.0,8580.0,9186.0,9756.0,9618.0,10048.0,10566.0,9966.0,8704.0,9152.0,9916.0,9982.0,9816.0,10176.0,9822.0,8534.0,9310.0,10354.0,9606.0,10008.0,9856.0,9954.0,8694.0,9262.0
T1,1969-03-11 00:00:00+00:00,10188.0,9892.0,8394.0,9334.0,9948.0,9704.0,10046.0,10264.0,10068.0,8580.0,9186.0,9756.0,9618.0,10048.0,10566.0,9966.0,8704.0,9152.0,9916.0,9982.0,9816.0,10176.0,9822.0,8534.0,9310.0,10354.0,9606.0,10008.0,9856.0,9954.0,8694.0
T1,1969-03-12 00:00:00+00:00,9776.0,10188.0,9892.0,8394.0,9334.0,9948.0,9704.0,10046.0,10264.0,10068.0,8580.0,9186.0,9756.0,9618.0,10048.0,10566.0,9966.0,8704.0,9152.0,9916.0,9982.0,9816.0,10176.0,9822.0,8534.0,9310.0,10354.0,9606.0,10008.0,9856.0,9954.0
T1,1969-03-13 00:00:00+00:00,9640.0,9776.0,10188.0,9892.0,8394.0,9334.0,9948.0,9704.0,10046.0,10264.0,10068.0,8580.0,9186.0,9756.0,9618.0,10048.0,10566.0,9966.0,8704.0,9152.0,9916.0,9982.0,9816.0,10176.0,9822.0,8534.0,9310.0,10354.0,9606.0,10008.0,9856.0
T1,1969-03-14 00:00:00+00:00,10034.0,9640.0,9776.0,10188.0,9892.0,8394.0,9334.0,9948.0,9704.0,10046.0,10264.0,10068.0,8580.0,9186.0,9756.0,9618.0,10048.0,10566.0,9966.0,8704.0,9152.0,9916.0,9982.0,9816.0,10176.0,9822.0,8534.0,9310.0,10354.0,9606.0,10008.0
T1,1969-03-15 00:00:00+00:00,8838.0,10034.0,9640.0,9776.0,10188.0,9892.0,8394.0,9334.0,9948.0,9704.0,10046.0,10264.0,10068.0,8580.0,9186.0,9756.0,9618.0,10048.0,10566.0,9966.0,8704.0,9152.0,9916.0,9982.0,9816.0,10176.0,9822.0,8534.0,9310.0,10354.0,9606.0
T1,1969-03-16 00:00:00+00:00,8336.0,8838.0,10034.0,9640.0,9776.0,10188.0,9892.0,8394.0,9334.0,9948.0,9704.0,10046.0,10264.0,10068.0,8580.0,9186.0,9756.0,9618.0,10048.0,10566.0,9966.0,8704.0,9152.0,9916.0,9982.0,9816.0,10176.0,9822.0,8534.0,9310.0,10354.0
T1,1969-03-17 00:00:00+00:00,10128.0,8336.0,8838.0,10034.0,9640.0,9776.0,10188.0,9892.0,8394.0,9334.0,9948.0,9704.0,10046.0,10264.0,10068.0,8580.0,9186.0,9756.0,9618.0,10048.0,10566.0,9966.0,8704.0,9152.0,9916.0,9982.0,9816.0,10176.0,9822.0,8534.0,9310.0
T1,1969-03-18 00:00:00+00:00,10136.0,10128.0,8336.0,8838.0,10034.0,9640.0,9776.0,10188.0,9892.0,8394.0,9334.0,9948.0,9704.0,10046.0,10264.0,10068.0,8580.0,9186.0,9756.0,9618.0,10048.0,10566.0,9966.0,8704.0,9152.0,9916.0,9982.0,9816.0,10176.0,9822.0,8534.0
T1,1969-03-19 00:00:00+00:00,10064.0,10136.0,10128.0,8336.0,8838.0,10034.0,9640.0,9776.0,10188.0,9892.0,8394.0,9334.0,9948.0,9704.0,10046.0,10264.0,10068.0,8580.0,9186.0,9756.0,9618.0,10048.0,10566.0,9966.0,8704.0,9152.0,9916.0,9982.0,9816.0,10176.0,9822.0
T1,1969-03-20 00:00:00+00:00,9812.0,10064.0,10136.0,10128.0,8336.0,8838.0,10034.0,9640.0,9776.0,10188.0,9892.0,8394.0,9334.0,9948.0,9704.0,10046.0,10264.0,10068.0,8580.0,9186.0,9756.0,9618.0,10048.0,10566.0,9966.0,8704.0,9152.0,9916.0,9982.0,9816.0,10176.0
T1,1969-03-21 00:00:00+00:00,9902.0,9812.0,10064.0,10136.0,10128.0,8336.0,8838.0,10034.0,9640.0,9776.0,10188.0,9892.0,8394.0,9334.0,9948.0,9704.0,10046.0,10264.0,10068.0,8580.0,9186.0,9756.0,9618.0,10048.0,10566.0,9966.0,8704.0,9152.0,9916.0,9982.0,9816.0
T1,1969-03-22 00:00:00+00:00,8962.0,9902.0,9812.0,10064.0,10136.0,10128.0,8336.0,8838.0,10034.0,9640.0,9776.0,10188.0,9892.0,8394.0,9334.0,9948.0,9704.0,10046.0,10264.0,10068.0,8580.0,9186.0,9756.0,9618.0,10048.0,10566.0,9966.0,8704.0,9152.0,9916.0,9982.0
T1,1969-03-23 00:00:00+00:00,8602.0,8962.0,9902.0,9812.0,10064.0,10136.0,10128.0,8336.0,8838.0,10034.0,9640.0,9776.0,10188.0,9892.0,8394.0,9334.0,9948.0,9704.0,10046.0,10264.0,10068.0,8580.0,9186.0,9756.0,9618.0,10048.0,10566.0,9966.0,8704.0,9152.0,9916.0
T1,1969-03-24 00:00:00+00:00,9802.0,8602.0,8962.0,9902.0,9812.0,10064.0,10136.0,10128.0,8336.0,8838.0,10034.0,9640.0,9776.0,10188.0,9892.0,8394.0,9334.0,9948.0,9704.0,10046.0,10264.0,10068.0,8580.0,9186.0,9756.0,9618.0,10048.0,10566.0,9966.0,8704.0,9152.0
T1,1969-03-25 00:00:00+00:00,10272.0,9802.0,8602.0,8962.0,9902.0,9812.0,10064.0,10136.0,10128.0,8336.0,8838.0,10034.0,9640.0,9776.0,10188.0,9892.0,8394.0,9334.0,9948.0,9704.0,10046.0,10264.0,10068.0,8580.0,9186.0,9756.0,9618.0,10048.0,10566.0,9966.0,8704.0
T1,1969-03-26 00:00:00+00:00,9818.0,10272.0,9802.0,8602.0,8962.0,9902.0,9812.0,10064.0,10136.0,10128.0,8336.0,8838.0,10034.0,9640.0,9776.0,10188.0,9892.0,8394.0,9334.0,9948.0,9704.0,10046.0,10264.0,10068.0,8580.0,9186.0,9756.0,9618.0,10048.0,10566.0,9966.0
T1,1969-03-27 00:00:00+00:00,9698.0,9818.0,10272.0,9802.0,8602.0,8962.0,9902.0,9812.0,10064.0,10136.0,10128.0,8336.0,8838.0,10034.0,9640.0,9776.0,10188.0,9892.0,8394.0,9334.0,9948.0,9704.0,10046.0,10264.0,10068.0,8580.0,9186.0,9756.0,9618.0,10048.0,10566.0
T1,1969-03-28 00:00:00+00:00,10326.0,9698.0,9818.0,10272.0,9802.0,8602.0,8962.0,9902.0,9812.0,10064.0,10136.0,10128.0,8336.0,8838.0,10034.0,9640.0,9776.0,10188.0,9892.0,8394.0,9334.0,9948.0,9704.0,10046.0,10264.0,10068.0,8580.0,9186.0,9756.0,9618.0,10048.0
T1,1969-03-29 00:00:00+00:00,8908.0,10326.0,9698.0,9818.0,10272.0,9802.0,8602.0,8962.0,9902.0,9812.0,10064.0,10136.0,10128.0,8336.0,8838.0,10034.0,9640.0,9776.0,10188.0,9892.0,8394.0,9334.0,9948.0,9704.0,10046.0,10264.0,10068.0,8580.0,9186.0,9756.0,9618.0
T1,1969-03-30 00:00:00+00:00,8186.0,8908.0,10326.0,9698.0,9818.0,10272.0,9802.0,8602.0,8962.0,9902.0,9812.0,10064.0,10136.0,10128.0,8336.0,8838.0,10034.0,9640.0,9776.0,10188.0,9892.0,8394.0,9334.0,9948.0,9704.0,10046.0,10264.0,10068.0,8580.0,9186.0,9756.0
T1,1969-03-31 00:00:00+00:00,9592.0,8186.0,8908.0,10326.0,9698.0,9818.0,10272.0,9802.0,8602.0,8962.0,9902.0,9812.0,10064.0,10136.0,10128.0,8336.0,8838.0,10034.0,9640.0,9776.0,10188.0,9892.0,8394.0,9334.0,9948.0,9704.0,10046.0,10264.0,10068.0,8580.0,9186.0
T1,1969-04-01 00:00:00+00:00,9960.0,9592.0,8186.0,8908.0,10326.0,9698.0,9818.0,10272.0,9802.0,8602.0,8962.0,9902.0,9812.0,10064.0,10136.0,10128.0,8336.0,8838.0,10034.0,9640.0,9776.0,10188.0,9892.0,8394.0,9334.0,9948.0,9704.0,10046.0,10264.0,10068.0,8580.0
T1,1969-04-02 00:00:00+00:00,9978.0,9960.0,9592.0,8186.0,8908.0,10326.0,9698.0,9818.0,10272.0,9802.0,8602.0,8962.0,9902.0,9812.0,10064.0,10136.0,10128.0,8336.0,8838.0,10034.0,9640.0,9776.0,10188.0,9892.0,8394.0,9334.0,9948.0,9704.0,10046.0,10264.0,10068.0
T1,1969-04-03 00:00:00+00:00,9530.0,9978.0,9960.0,9592.0,8186.0,8908.0,10326.0,9698.0,9818.0,10272.0,9802.0,8602.0,8962.0,9902.0,9812.0,10064.0,10136.0,10128.0,8336.0,8838.0,10034.0,9640.0,9776.0,10188.0,9892.0,8394.0,9334.0,9948.0,9704.0,10046.0,10264.0
T1,1969-04-04 00:00:00+00:00,9572.0,9530.0,9978.0,9960.0,9592.0,8186.0,8908.0,10326.0,9698.0,9818.0,10272.0,9802.0,8602.0,8962.0,9902.0,9812.0,10064.0,10136.0,10128.0,8336.0,8838.0,10034.0,9640.0,9776.0,10188.0,9892.0,8394.0,9334.0,9948.0,9704.0,10046.0
T1,1969-04-05 00:00:00+00:00,8748.0,9572.0,9530.0,9978.0,9960.0,9592.0,8186.0,8908.0,10326.0,9698.0,9818.0,10272.0,9802.0,8602.0,8962.0,9902.0,9812.0,10064.0,10136.0,10128.0,8336.0,8838.0,10034.0,9640.0,9776.0,10188.0,9892.0,8394.0,9334.0,9948.0,9704.0
T1,1969-04-06 00:00:00+00:00,8008.0,8748.0,9572.0,9530.0,9978.0,9960.0,9592.0,8186.0,8908.0,10326.0,9698.0,9818.0,10272.0,9802.0,8602.0,8962.0,9902.0,9812.0,10064.0,10136.0,10128.0,8336.0,8838.0,10034.0,9640.0,9776.0,10188.0,9892.0,8394.0,9334.0,9948.0
T1,1969-04-07 00:00:00+00:00,9374.0,8008.0,8748.0,9572.0,9530.0,9978.0,9960.0,9592.0,8186.0,8908.0,10326.0,9698.0,9818.0,10272.0,9802.0,8602.0,8962.0,9902.0,9812.0,10064.0,10136.0,10128.0,8336.0,8838.0,10034.0,9640.0,9776.0,10188.0,9892.0,8394.0,9334.0
T1,1969-04-08 00:00:00+00:00,10176.0,9374.0,8008.0,8748.0,9572.0,9530.0,9978.0,9960.0,9592.0,8186.0,8908.0,10326.0,9698.0,9818.0,10272.0,9802.0,8602.0,8962.0,9902.0,9812.0,10064.0,10136.0,10128.0,8336.0,8838.0,10034.0,9640.0,9776.0,10188.0,9892.0,8394.0
T1,1969-04-09 00:00:00+00:00,9852.0,10176.0,9374.0,8008.0,8748.0,9572.0,9530.0,9978.0,9960.0,9592.0,8186.0,8908.0,10326.0,9698.0,9818.0,10272.0,9802.0,8602.0,8962.0,9902.0,9812.0,10064.0,10136.0,10128.0,8336.0,8838.0,10034.0,9640.0,9776.0,10188.0,9892.0
T1,1969-04-10 00:00:00+00:00,9708.0,9852.0,10176.0,9374.0,8008.0,8748.0,9572.0,9530.0,9978.0,9960.0,9592.0,8186.0,8908.0,10326.0,9698.0,9818.0,10272.0,9802.0,8602.0,8962.0,9902.0,9812.0,10064.0,10136.0,10128.0,8336.0,8838.0,10034.0,9640.0,9776.0,10188.0
T1,1969-04-11 00:00:00+00:00,9920.0,9708.0,9852.0,10176.0,9374.0,8008.0,8748.0,9572.0,9530.0,9978.0,9960.0,9592.0,8186.0,8908.0,10326.0,9698.0,9818.0,10272.0,9802.0,8602.0,8962.0,9902.0,9812.0,10064.0,10136.0,10128.0,8336.0,8838.0,10034.0,9640.0,9776.0
T1,1969-04-12 00:00:00+00:00,8940.0,9920.0,9708.0,9852.0,10176.0,9374.0,8008.0,8748.0,9572.0,9530.0,9978.0,9960.0,9592.0,8186.0,8908.0,10326.0,9698.0,9818.0,10272.0,9802.0,8602.0,8962.0,9902.0,9812.0,10064.0,10136.0,10128.0,8336.0,8838.0,10034.0,9640.0
T1,1969-04-13 00:00:00+00:00,8134.0,8940.0,9920.0,9708.0,9852.0,10176.0,9374.0,8008.0,8748.0,9572.0,9530.0,9978.0,9960.0,9592.0,8186.0,8908.0,10326.0,9698.0,9818.0,10272.0,9802.0,8602.0,8962.0,9902.0,9812.0,10064.0,10136.0,10128.0,8336.0,8838.0,10034.0
T1,1969-04-14 00:00:00+00:00,9566.0,8134.0,8940.0,9920.0,9708.0,9852.0,10176.0,9374.0,8008.0,8748.0,9572.0,9530.0,9978.0,9960.0,9592.0,8186.0,8908.0,10326.0,9698.0,9818.0,10272.0,9802.0,8602.0,8962.0,9902.0,9812.0,10064.0,10136.0,10128.0,8336.0,8838.0
T1,1969-04-15 00:00:00+00:00,10428.0,9566.0,8134.0,8940.0,9920.0,9708.0,9852.0,10176.0,9374.0,8008.0,8748.0,9572.0,9530.0,9978.0,9960.0,9592.0,8186.0,8908.0,10326.0,9698.0,9818.0,10272.0,9802.0,8602.0,8962.0,9902.0,9812.0,10064.0,10136.0,10128.0,8336.0
T1,1969-04-16 00:00:00+00:00,9840.0,10428.0,9566.0,8134.0,8940.0,9920.0,9708.0,9852.0,10176.0,9374.0,8008.0,8748.0,9572.0,9530.0,9978.0,9960.0,9592.0,8186.0,8908.0,10326.0,9698.0,9818.0,10272.0,9802.0,8602.0,8962.0,9902.0,9812.0,10064.0,10136.0,10128.0
T1,1969-04-17 00:00:00+00:00,9876.0,9840.0,10428.0,9566.0,8134.0,8940.0,9920.0,9708.0,9852.0,10176.0,9374.0,8008.0,8748.0,9572.0,9530.0,9978.0,9960.0,9592.0,8186.0,8908.0,10326.0,9698.0,9818.0,10272.0,9802.0,8602.0,8962.0,9902.0,9812.0,10064.0,10136.0
T1,1969-04-18 00:00:00+00:00,9872.0,9876.0,9840.0,10428.0,9566.0,8134.0,8940.0,9920.0,9708.0,9852.0,10176.0,9374.0,8008.0,8748.0,9572.0,9530.0,9978.0,9960.0,9592.0,8186.0,8908.0,10326.0,9698.0,9818.0,10272.0,9802.0,8602.0,8962.0,9902.0,9812.0,10064.0
