series_name,timestamp,value
price,2011-07-07 00:00:00+00:00,14.737
price,2011-07-08 00:00:00+00:00,14.545
price,2011-07-09 00:00:00+00:00,14.347
price,2011-07-10 00:00:00+00:00,14.638
price,2011-07-11 00:00:00+00:00,14.555
price,2011-07-12 00:00:00+00:00,14.109
price,2011-07-13 00:00:00+00:00,13.989
price,2011-07-14 00:00:00+00:00,13.985
price,2011-07-15 00:00:00+00:00,13.905
price,2011-07-16 00:00:00+00:00,13.765
price,2011-07-17 00:00:00+00:00,13.44
price,2011-07-18 00:00:00+00:00,13.32
price,2011-07-19 00:00:00+00:00,13.66
price,2011-07-20 00:00:00+00:00,13.787
price,2011-07-21 00:00:00+00:00,13.665
price,2011-07-22 00:00:00+00:00,13.653
price,2011-07-23 00:00:00+00:00,13.69
price,2011-07-24 00:00:00+00:00,13.835
price,2011-07-25 00:00:00+00:00,14.014
price,2011-07-26 00:00:00+00:00,13.956
price,2011-07-27 00:00:00+00:00,13.911
price,2011-07-28 00:00:00+00:00,13.691
price,2011-07-29 00:00:00+00:00,13.494
price,2011-07-30 00:00:00+00:00,13.516
price,2011-07-31 00:00:00+00:00,13.443
price,2011-08-01 00:00:00+00:00,13.222
price,2011-08-02 00:00:00+00:00,12.573
price,2011-08-03 00:00:00+00:00,10.655
price,2011-08-04 00:00:00+00:00,10.019
price,2011-08-05 00:00:00+00:00,10.255
price,2011-08-06 00:00:00+00:00,8.145
price,2011-08-07 00:00:00+00:00,7.218
price,2011-08-08 00:00:00+00:00,7.85
price,2011-08-09 00:00:00+00:00,8.895
price,2011-08-10 00:00:00+00:00,9.975
price,2011-08-11 00:00:00+00:00,9.775
price,2011-08-12 00:00:00+00:00,9.462
price,2011-08-13 00:00:00+00:00,9.801
price,2011-08-14 00:00:00+00:00,10.463
price,2011-08-15 00:00:00+00:00,10.971
price,2011-08-16 00:00:00+00:00,11.059
price,2011-08-17 00:00:00+00:00,10.934
price,2011-08-18 00:00:00+00:00,10.904
price,2011-08-19 00:00:00+00:00,11.24
price,2011-08-20 00:00:00+00:00,11.555
price,2011-08-21 00:00:00+00:00,11.382
price,2011-08-22 00:00:00+00:00,11.103
price,2011-08-23 00:00:00+00:00,10.925
price,2011-08-24 00:00:00+00:00,10.895
price,2011-08-25 00:00:00+00:00,10.254
price,2011-08-26 00:00:00+00:00,8.918
price,2011-08-27 00:00:00+00:00,8.385
price,2011-08-28 00:00:00+00:00,8.831
price,2011-08-29 00:00:00+00:00,9.02
price,2011-08-30 00:00:00+00:00,8.88
price,2011-08-31 00:00:00+00:00,8.495
price,2011-09-01 00:00:00+00:00,8.205
price,2011-09-02 00:00:00+00:00,8.444
price,2011-09-03 00:00:00+00:00,8.54
price,2011-09-04 00:00:00+00:00,8.321
price,2011-09-05 00:00:00+00:00,7.861
price,2011-09-06 00:00:00+00:00,7.237
price,2011-09-07 00:00:00+00:00,7.025
price,2011-09-08 00:00:00+00:00,6.864
price,2011-09-09 00:00:00+00:00,5.78
price,2011-09-10 00:00:00+00:00,4.897
price,2011-09-11 00:00:00+00:00,5.319
price,2011-09-12 00:00:00+00:00,6.009
price,2011-09-13 00:00:00+00:00,5.925
price,2011-09-14 00:00:00+00:00,5.72
price,2011-09-15 00:00:00+00:00,5.23
price,2011-09-16 00:00:00+00:00,4.83
price,2011-09-17 00:00:00+00:00,4.795
price,2011-09-18 00:00:00+00:00,4.98
price,2011-09-19 00:00:00+00:00,5.331
price,2011-09-20 00:00:00+00:00,5.787
price,2011-09-21 00:00:00+00:00,5.875
price,2011-09-22 00:00:00+00:00,5.536
price,2011-09-23 00:00:00+00:00,5.487
price,2011-09-24 00:00:00+00:00,5.507
price,2011-09-25 00:00:00+00:00,5.375
price,2011-09-26 00:00:00+00:00,5.1
price,2011-09-27 00:00:00+00:00,4.893
price,2011-09-28 00:00:00+00:00,4.844
price,2011-09-29 00:00:00+00:00,4.78
price,2011-09-30 00:00:00+00:00,4.948
price,2011-10-01 00:00:00+00:00,5.1
price,2011-10-02 00:00:00+00:00,5.03
price,2011-10-03 00:00:00+00:00,5.026
price,2011-10-04 00:00:00+00:00,4.992
price,2011-10-05 00:00:00+00:00,4.915
price,2011-10-06 00:00:00+00:00,4.802
price,2011-10-07 00:00:00+00:00,4.51
price,2011-10-08 00:00:00+00:00,4.155
price,2011-10-09 00:00:00+00:00,4.055
price,2011-10-10 00:00:00+00:00,4.1
price,2011-10-11 00:00:00+00:00,3.996
price,2011-10-12 00:00:00+00:00,4.04
price,2011-10-13 00:00:00+00:00,4.103
price,2011-10-14 00:00:00+00:00,4.022
price,2011-10-15 00:00:00+00:00,3.915
price,2011-10-16 00:00:00+00:00,3.7
price,2011-10-17 00:00:00+00:00,3.059
price,2011-10-18 00:00:00+00:00,2.48
price,2011-10-19 00:00:00+00:00,2.345
price,2011-10-20 00:00:00+00:00,2.299
price,2011-10-21 00:00:00+00:00,2.46
price,2011-10-22 00:00:00+00:00,2.874
price,2011-10-23 00:00:00+00:00,3.123
price,2011-10-24 00:00:00+00:00,2.836
price,2011-10-25 00:00:00+00:00,2.647
price,2011-10-26 00:00:00+00:00,2.763
price,2011-10-27 00:00:00+00:00,2.907
price,2011-10-28 00:00:00+00:00,3.115
price,2011-10-29 00:00:00+00:00,3.376
price,2011-10-30 00:00:00+00:00,3.426
price,2011-10-31 00:00:00+00:00,3.262
price,2011-11-01 00:00:00+00:00,3.203
price,2011-11-02 00:00:00+00:00,3.202
price,2011-11-03 00:00:00+00:00,3.202
price,2011-11-04 00:00:00+00:00,3.139
price,2011-11-05 00:00:00+00:00,3.04
price,2011-11-06 00:00:00+00:00,2.965
price,2011-11-07 00:00:00+00:00,2.983
price,2011-11-08 00:00:00+00:00,3.021
price,2011-11-09 00:00:00+00:00,3.011
price,2011-11-10 00:00:00+00:00,2.909
price,2011-11-11 00:00:00+00:00,2.96
price,2011-11-12 00:00:00+00:00,3.049
price,2011-11-13 00:00:00+00:00,3.014
price,2011-11-14 00:00:00+00:00,2.608
price,2011-11-15 00:00:00+00:00,2.274
price,2011-11-16 00:00:00+00:00,2.445
price,2011-11-17 00:00:00+00:00,2.409
price,2011-11-18 00:00:00+00:00,2.158
price,2011-11-19 00:00:00+00:00,2.107
price,2011-11-20 00:00:00+00:00,2.2
price,2011-11-21 00:00:00+00:00,2.246
price,2011-11-22 00:00:00+00:00,2.308
price,2011-11-23 00:00:00+00:00,2.33
price,2011-11-24 00:00:00+00:00,2.379
price,2011-11-25 00:00:00+00:00,2.472
price,2011-11-26 00:00:00+00:00,2.468
price,2011-11-27 00:00:00+00:00,2.475
price,2011-11-28 00:00:00+00:00,2.515
price,2011-11-29 00:00:00+00:00,2.65
price,2011-11-30 00:00:00+00:00,2.859
price,2011-12-01 00:00:00+00:00,3.028
price,2011-12-02 00:00:00+00:00,3.086
price,2011-12-03 00:00:00+00:00,2.957
price,2011-12-04 00:00:00+00:00,2.811
price,2011-12-05 00:00:00+00:00,2.854
price,2011-12-06 00:00:00+00:00,2.955
price,2011-12-07 00:00:00+00:00,3.009
price,2011-12-08 00:00:00+00:00,2.985
price,2011-12-09 00:00:00+00:00,2.975
price,2011-12-10 00:00:00+00:00,3.01
price,2011-12-11 00:00:00+00:00,3.156
price,2011-12-12 00:00:00+00:00,3.193
price,2011-12-13 00:00:00+00:00,3.212
price,2011-12-14 00:00:00+00:00,3.189
price,2011-12-15 00:00:00+00:00,3.17
price,2011-12-16 00:00:00+00:00,3.198
price,2011-12-17 00:00:00+00:00,3.2
price,2011-12-18 00:00:00+00:00,3.187
price,2011-12-19 00:00:00+00:00,3.357
price,2011-12-20 00:00:00+00:00,3.735
price,2011-12-21 00:00:00+00:00,3.905
price,2011-12-22 00:00:00+00:00,3.883
price,2011-12-23 00:00:00+00:00,3.918
price,2011-12-24 00:00:00+00:00,3.943
price,2011-12-25 00:00:00+00:00,4.083
price,2011-12-26 00:00:00+00:00,4.122
price,2011-12-27 00:00:00+00:00,4.046
price,2011-12-28 00:00:00+00:00,4.128
price,2011-12-29 00:00:00+00:00,4.183
price,2011-12-30 00:00:00+00:00,4.207
price,2011-12-31 00:00:00+00:00,4.485
price,2012-01-01 00:00:00+00:00,4.984
price,2012-01-02 00:00:00+00:00,5.239
price,2012-01-03 00:00:00+00:00,5.048
price,2012-01-04 00:00:00+00:00,5.227
price,2012-01-05 00:00:00+00:00,6.261
price,2012-01-06 00:00:00+00:00,6.822
price,2012-01-07 00:00:00+00:00,6.753
price,2012-01-08 00:00:00+00:00,6.95
price,2012-01-09 00:00:00+00:00,6.705
price,2012-01-10 00:00:00+00:00,6.344
price,2012-01-11 00:00:00+00:00,6.675
price,2012-01-12 00:00:00+00:00,6.85
price,2012-01-13 00:00:00+00:00,6.595
price,2012-01-14 00:00:00+00:00,6.585
price,2012-01-15 00:00:00+00:00,6.876
price,2012-01-16 00:00:00+00:00,6.842
price,2012-01-17 00:00:00+00:00,6.134
price,2012-01-18 00:00:00+00:00,5.735
price,2012-01-19 00:00:00+00:00,6.14
price,2012-01-20 00:00:00+00:00,6.421
price,2012-01-21 00:00:00+00:00,6.339
price,2012-01-22 00:00:00+00:00,6.247
price,2012-01-23 00:00:00+00:00,6.333
price,2012-01-24 00:00:00+00:00,6.323
price,2012-01-25 00:00:00+00:00,6.02
price,2012-01-26 00:00:00+00:00,5.57
price,2012-01-27 00:00:00+00:00,5.316
price,2012-01-28 00:00:00+00:00,5.459
price,2012-01-29 00:00:00+00:00,5.503
price,2012-01-30 00:00:00+00:00,5.435
price,2012-01-31 00:00:00+00:00,5.487
price,2012-02-01 00:00:00+00:00,5.805
price,2012-02-02 00:00:00+00:00,6.081
price,2012-02-03 00:00:00+00:00,6.03
price,2012-02-04 00:00:00+00:00,5.917
price,2012-02-05 00:00:00+00:00,5.781
price,2012-02-06 00:00:00+00:00,5.556
price,2012-02-07 00:00:00+00:00,5.586
price,2012-02-08 00:00:00+00:00,5.645
price,2012-02-09 00:00:00+00:00,5.715
price,2012-02-10 00:00:00+00:00,5.871
price,2012-02-11 00:00:00+00:00,5.754
price,2012-02-12 00:00:00+00:00,5.572
price,2012-02-13 00:00:00+00:00,5.387
price,2012-02-14 00:00:00+00:00,4.861
price,2012-02-15 00:00:00+00:00,4.394
price,2012-02-16 00:00:00+00:00,4.29
price,2012-02-17 00:00:00+00:00,4.326
price,2012-02-18 00:00:00+00:00,4.302
price,2012-02-19 00:00:00+00:00,4.304
price,2012-02-20 00:00:00+00:00,4.361
price,2012-02-21 00:00:00+00:00,4.325
price,2012-02-22 00:00:00+00:00,4.349
price,2012-02-23 00:00:00+00:00,4.735
price,2012-02-24 00:00:00+00:00,5.022
price,2012-02-25 00:00:00+00:00,4.901
price,2012-02-26 00:00:00+00:00,4.848
price,2012-02-27 00:00:00+00:00,4.939
price,2012-02-28 00:00:00+00:00,4.909
price,2012-02-29 00:00:00+00:00,4.864
price,2012-03-01 00:00:00+00:00,4.891
price,2012-03-02 00:00:00+00:00,4.813
price,2012-03-03 00:00:00+00:00,4.671
price,2012-03-04 00:00:00+00:00,4.717
price,2012-03-05 00:00:00+00:00,4.902
price,2012-03-06 00:00:00+00:00,4.989
price,2012-03-07 00:00:00+00:00,4.964
price,2012-03-08 00:00:00+00:00,4.934
price,2012-03-09 00:00:00+00:00,4.896
price,2012-03-10 00:00:00+00:00,4.847
price,2012-03-11 00:00:00+00:00,4.872
